	bitscore
5098	248.0
5099	248.0
5100	248.0
5101	248.0
5102	248.0
5103	248.0
5104	248.0
5105	248.0
5106	248.0
5107	248.0
5108	248.0
5109	248.0
5110	248.0
5111	248.0
5112	248.0
5113	248.0
5114	248.0
5115	248.0
5116	248.0
5117	248.0
5118	248.0
5119	248.0
5120	248.0
5121	248.0
5122	248.0
5123	248.0
5124	248.0
5125	248.0
5126	248.0
5127	248.0
5128	248.0
5129	248.0
5130	248.0
5131	249.0
5132	249.0
5133	249.0
5134	249.0
5135	249.0
5136	249.0
5137	249.0
5138	249.0
5139	249.0
5140	249.0
5141	249.0
5142	249.0
5143	249.0
5144	249.0
5145	249.0
5146	249.0
5147	249.0
5148	249.0
5149	249.0
5150	249.0
5151	249.0
5152	249.0
5153	249.0
5154	249.0
5155	249.0
5156	249.0
5157	249.0
5158	249.0
5159	249.0
5160	249.0
5161	249.0
5162	249.0
5163	249.0
5164	249.0
5165	249.0
5166	249.0
5167	249.0
5168	249.0
5169	249.0
5170	249.0
5171	249.0
5172	249.0
5173	249.0
5174	249.0
5175	249.0
5176	249.0
5177	249.0
5178	249.0
5179	249.0
5180	249.0
5181	249.0
5182	249.0
5183	249.0
5184	249.0
5185	249.0
5186	249.0
5187	250.0
5188	250.0
5189	250.0
5190	250.0
5191	250.0
5192	250.0
5193	250.0
5194	250.0
5195	250.0
5196	250.0
5197	250.0
5198	250.0
5199	250.0
5200	250.0
5201	250.0
5202	250.0
5203	250.0
5204	250.0
5205	250.0
5206	250.0
5207	250.0
5208	250.0
5209	250.0
5210	250.0
5211	250.0
5212	250.0
5213	250.0
5214	250.0
5215	250.0
5216	250.0
5217	250.0
5218	250.0
5219	250.0
5220	250.0
5221	250.0
5222	250.0
5223	250.0
5224	250.0
5225	250.0
5226	250.0
5227	250.0
5228	250.0
5229	250.0
5230	250.0
5231	250.0
5232	250.0
5233	251.0
5234	251.0
5235	251.0
5236	251.0
5237	251.0
5238	251.0
5239	251.0
5240	251.0
5241	251.0
5242	251.0
5243	251.0
5244	251.0
5245	251.0
5246	251.0
5247	251.0
5248	251.0
5249	251.0
5250	251.0
5251	251.0
5252	251.0
5253	251.0
5254	251.0
5255	251.0
5256	251.0
5257	251.0
5258	251.0
5259	251.0
5260	251.0
5261	251.0
5262	251.0
5263	251.0
5264	251.0
5265	251.0
5266	251.0
5267	251.0
5268	251.0
5269	251.0
5270	251.0
5271	251.0
5272	251.0
5273	251.0
5274	251.0
5275	251.0
5276	251.0
5277	251.0
5278	251.0
5279	251.0
5280	251.0
5281	251.0
5282	251.0
5283	251.0
5284	251.0
5285	251.0
5286	251.0
5287	251.0
5288	251.0
5289	251.0
5290	251.0
5291	251.0
5292	251.0
5293	251.0
5294	251.0
5295	251.0
5296	251.0
5297	251.0
5298	252.0
5299	252.0
5300	252.0
5301	252.0
5302	252.0
5303	252.0
5304	252.0
5305	252.0
5306	252.0
5307	252.0
5308	252.0
5309	252.0
5310	252.0
5311	252.0
5312	252.0
5313	252.0
5314	252.0
5315	252.0
5316	252.0
5317	252.0
5318	252.0
5319	252.0
5320	252.0
5321	252.0
5322	252.0
5323	252.0
5324	252.0
5325	252.0
5326	252.0
5327	252.0
5328	252.0
5329	252.0
5330	252.0
5331	252.0
5332	252.0
5333	253.0
5334	253.0
5335	253.0
5336	253.0
5337	253.0
5338	253.0
5339	253.0
5340	253.0
5341	253.0
5342	253.0
5343	253.0
5344	253.0
5345	253.0
5346	253.0
5347	253.0
5348	253.0
5349	253.0
5350	253.0
5351	253.0
5352	253.0
5353	253.0
5354	253.0
5355	253.0
5356	253.0
5357	253.0
5358	253.0
5359	253.0
5360	253.0
5361	253.0
5362	253.0
5363	253.0
5364	253.0
5365	253.0
5366	253.0
5367	253.0
5368	253.0
5369	253.0
5370	253.0
5371	253.0
5372	253.0
5373	253.0
5374	253.0
5375	254.0
5376	254.0
5377	254.0
5378	254.0
5379	254.0
5380	254.0
5381	254.0
5382	254.0
5383	254.0
5384	254.0
5385	254.0
5386	254.0
5387	254.0
5388	254.0
5389	254.0
5390	254.0
5391	254.0
5392	254.0
5393	254.0
5394	254.0
5395	254.0
5396	254.0
5397	254.0
5398	254.0
5399	254.0
5400	254.0
5401	254.0
5402	254.0
5403	254.0
5404	254.0
5405	254.0
5406	254.0
5407	254.0
5408	254.0
5409	254.0
5410	254.0
5411	254.0
5412	254.0
5413	254.0
5414	254.0
5415	254.0
5416	254.0
5417	254.0
5418	254.0
5419	254.0
5420	254.0
5421	254.0
5422	254.0
5423	254.0
5424	254.0
5425	254.0
5426	254.0
5427	254.0
5428	254.0
5429	254.0
5430	254.0
5431	254.0
5432	254.0
5433	254.0
5434	255.0
5435	255.0
5436	255.0
5437	255.0
5438	255.0
5439	255.0
5440	255.0
5441	255.0
5442	255.0
5443	255.0
5444	255.0
5445	255.0
5446	255.0
5447	255.0
5448	255.0
5449	255.0
5450	255.0
5451	255.0
5452	255.0
5453	255.0
5454	255.0
5455	255.0
5456	255.0
5457	255.0
5458	255.0
5459	255.0
5460	255.0
5461	255.0
5462	255.0
5463	256.0
5464	256.0
5465	256.0
5466	256.0
5467	256.0
5468	256.0
5469	256.0
5470	256.0
5471	256.0
5472	256.0
5473	256.0
5474	256.0
5475	256.0
5476	256.0
5477	256.0
5478	256.0
5479	256.0
5480	256.0
5481	256.0
5482	256.0
5483	256.0
5484	256.0
5485	256.0
5486	256.0
5487	256.0
5488	256.0
5489	256.0
5490	256.0
5491	256.0
5492	256.0
5493	256.0
5494	256.0
5495	256.0
5496	256.0
5497	256.0
5498	256.0
5499	256.0
5500	256.0
5501	256.0
5502	256.0
5503	256.0
5504	256.0
5505	256.0
5506	256.0
5507	256.0
5508	256.0
5509	256.0
5510	256.0
5511	256.0
5512	256.0
5513	256.0
5514	256.0
5515	256.0
5516	256.0
5517	256.0
5518	256.0
5519	256.0
5520	256.0
5521	256.0
5522	256.0
5523	256.0
5524	256.0
5525	256.0
5526	257.0
5527	257.0
5528	257.0
5529	257.0
5530	257.0
5531	257.0
5532	257.0
5533	257.0
5534	257.0
5535	257.0
5536	257.0
5537	257.0
5538	257.0
5539	257.0
5540	257.0
5541	257.0
5542	257.0
5543	257.0
5544	257.0
5545	257.0
5546	257.0
5547	257.0
5548	257.0
5549	257.0
5550	257.0
5551	257.0
5552	257.0
5553	257.0
5554	257.0
5555	257.0
5556	257.0
5557	257.0
5558	257.0
5559	257.0
5560	257.0
5561	257.0
5562	258.0
5563	258.0
5564	258.0
5565	258.0
5566	258.0
5567	258.0
5568	258.0
5569	258.0
5570	258.0
5571	258.0
5572	258.0
5573	258.0
5574	258.0
5575	258.0
5576	258.0
5577	258.0
5578	258.0
5579	258.0
5580	258.0
5581	258.0
5582	258.0
5583	258.0
5584	258.0
5585	258.0
5586	258.0
5587	258.0
5588	258.0
5589	258.0
5590	258.0
5591	258.0
5592	258.0
5593	258.0
5594	258.0
5595	258.0
5596	258.0
5597	258.0
5598	258.0
5599	258.0
5600	258.0
5601	258.0
5602	258.0
5603	258.0
5604	258.0
5605	258.0
5606	258.0
5607	258.0
5608	258.0
5609	258.0
5610	258.0
5611	258.0
5612	258.0
5613	258.0
5614	258.0
5615	259.0
5616	259.0
5617	259.0
5618	259.0
5619	259.0
5620	259.0
5621	259.0
5622	259.0
5623	259.0
5624	259.0
5625	259.0
5626	259.0
5627	259.0
5628	259.0
5629	259.0
5630	259.0
5631	259.0
5632	259.0
5633	259.0
5634	259.0
5635	259.0
5636	259.0
5637	259.0
5638	259.0
5639	259.0
5640	259.0
5641	259.0
5642	259.0
5643	259.0
5644	259.0
5645	259.0
5646	259.0
5647	259.0
5648	259.0
5649	259.0
5650	259.0
5651	259.0
5652	259.0
5653	259.0
5654	259.0
5655	259.0
5656	259.0
5657	259.0
5658	259.0
5659	259.0
5660	259.0
5661	259.0
5662	259.0
5663	259.0
5664	259.0
5665	259.0
5666	259.0
5667	259.0
5668	259.0
5669	259.0
5670	259.0
5671	259.0
5672	259.0
5673	259.0
5674	259.0
5675	259.0
5676	259.0
5677	260.0
5678	260.0
5679	260.0
5680	260.0
5681	260.0
5682	260.0
5683	260.0
5684	260.0
5685	260.0
5686	260.0
5687	260.0
5688	260.0
5689	260.0
5690	260.0
5691	260.0
5692	260.0
5693	260.0
5694	260.0
5695	260.0
5696	260.0
5697	260.0
5698	260.0
5699	260.0
5700	260.0
5701	260.0
5702	260.0
5703	260.0
5704	260.0
5705	260.0
5706	260.0
5707	260.0
5708	260.0
5709	261.0
5710	261.0
5711	261.0
5712	261.0
5713	261.0
5714	261.0
5715	261.0
5716	261.0
5717	261.0
5718	261.0
5719	261.0
5720	261.0
5721	261.0
5722	261.0
5723	261.0
5724	261.0
5725	261.0
5726	261.0
5727	261.0
5728	261.0
5729	261.0
5730	261.0
5731	261.0
5732	261.0
5733	261.0
5734	261.0
5735	261.0
5736	261.0
5737	261.0
5738	261.0
5739	261.0
5740	261.0
5741	261.0
5742	261.0
5743	261.0
5744	261.0
5745	261.0
5746	261.0
5747	261.0
5748	261.0
5749	261.0
5750	261.0
5751	261.0
5752	261.0
5753	261.0
5754	261.0
5755	261.0
5756	261.0
5757	261.0
5758	261.0
5759	261.0
5760	262.0
5761	262.0
5762	262.0
5763	262.0
5764	262.0
5765	262.0
5766	262.0
5767	262.0
5768	262.0
5769	262.0
5770	262.0
5771	262.0
5772	262.0
5773	262.0
5774	262.0
5775	262.0
5776	262.0
5777	262.0
5778	262.0
5779	262.0
5780	262.0
5781	262.0
5782	262.0
5783	262.0
5784	262.0
5785	262.0
5786	262.0
5787	262.0
5788	262.0
5789	262.0
5790	262.0
5791	262.0
5792	262.0
5793	262.0
5794	262.0
5795	262.0
5796	262.0
5797	262.0
5798	262.0
5799	262.0
5800	262.0
5801	262.0
5802	262.0
5803	262.0
5804	262.0
5805	262.0
5806	263.0
5807	263.0
5808	263.0
5809	263.0
5810	263.0
5811	263.0
5812	263.0
5813	263.0
5814	263.0
5815	263.0
5816	263.0
5817	263.0
5818	263.0
5819	263.0
5820	263.0
5821	263.0
5822	263.0
5823	263.0
5824	263.0
5825	263.0
5826	263.0
5827	263.0
5828	263.0
5829	263.0
5830	263.0
5831	263.0
5832	263.0
5833	263.0
5834	263.0
5835	263.0
5836	263.0
5837	263.0
5838	263.0
5839	263.0
5840	263.0
5841	263.0
5842	263.0
5843	263.0
5844	263.0
5845	263.0
5846	263.0
5847	263.0
5848	263.0
5849	263.0
5850	263.0
5851	263.0
5852	263.0
5853	263.0
5854	263.0
5855	263.0
5856	263.0
5857	264.0
5858	264.0
5859	264.0
5860	264.0
5861	264.0
5862	264.0
5863	264.0
5864	264.0
5865	264.0
5866	264.0
5867	264.0
5868	264.0
5869	264.0
5870	264.0
5871	264.0
5872	264.0
5873	264.0
5874	264.0
5875	264.0
5876	264.0
5877	264.0
5878	264.0
5879	264.0
5880	264.0
5881	264.0
5882	264.0
5883	264.0
5884	264.0
5885	265.0
5886	265.0
5887	265.0
5888	265.0
5889	265.0
5890	265.0
5891	265.0
5892	265.0
5893	265.0
5894	265.0
5895	265.0
5896	265.0
5897	265.0
5898	265.0
5899	265.0
5900	265.0
5901	265.0
5902	265.0
5903	265.0
5904	265.0
5905	265.0
5906	265.0
5907	265.0
5908	265.0
5909	265.0
5910	265.0
5911	265.0
5912	265.0
5913	265.0
5914	265.0
5915	265.0
5916	265.0
5917	265.0
5918	265.0
5919	265.0
5920	265.0
5921	265.0
5922	265.0
5923	265.0
5924	265.0
5925	265.0
5926	265.0
5927	265.0
5928	265.0
5929	265.0
5930	265.0
5931	265.0
5932	265.0
5933	265.0
5934	266.0
5935	266.0
5936	266.0
5937	266.0
5938	266.0
5939	266.0
5940	266.0
5941	266.0
5942	266.0
5943	266.0
5944	266.0
5945	266.0
5946	266.0
5947	266.0
5948	266.0
5949	266.0
5950	266.0
5951	266.0
5952	266.0
5953	266.0
5954	266.0
5955	266.0
5956	266.0
5957	266.0
5958	266.0
5959	266.0
5960	266.0
5961	266.0
5962	266.0
5963	266.0
5964	266.0
5965	266.0
5966	266.0
5967	266.0
5968	266.0
5969	266.0
5970	266.0
5971	266.0
5972	266.0
5973	266.0
5974	266.0
5975	266.0
5976	266.0
5977	266.0
5978	266.0
5979	266.0
5980	266.0
5981	266.0
5982	266.0
5983	266.0
5984	266.0
5985	266.0
5986	266.0
5987	266.0
5988	266.0
5989	266.0
5990	266.0
5991	266.0
5992	266.0
5993	266.0
5994	266.0
5995	266.0
5996	266.0
5997	266.0
5998	267.0
5999	267.0
6000	267.0
6001	267.0
6002	267.0
6003	267.0
6004	267.0
6005	267.0
6006	267.0
6007	267.0
6008	267.0
6009	267.0
6010	267.0
6011	267.0
6012	267.0
6013	267.0
6014	267.0
6015	267.0
6016	267.0
6017	267.0
6018	267.0
6019	267.0
6020	267.0
6021	267.0
6022	267.0
6023	268.0
6024	268.0
6025	268.0
6026	268.0
6027	268.0
6028	268.0
6029	268.0
6030	268.0
6031	268.0
6032	268.0
6033	268.0
6034	268.0
6035	268.0
6036	268.0
6037	268.0
6038	268.0
6039	268.0
6040	268.0
6041	268.0
6042	268.0
6043	268.0
6044	268.0
6045	268.0
6046	268.0
6047	268.0
6048	268.0
6049	268.0
6050	268.0
6051	268.0
6052	268.0
6053	268.0
6054	268.0
6055	268.0
6056	268.0
6057	268.0
6058	268.0
6059	268.0
6060	268.0
6061	268.0
6062	268.0
6063	268.0
6064	268.0
6065	268.0
6066	268.0
6067	268.0
6068	268.0
6069	268.0
6070	268.0
6071	268.0
6072	268.0
6073	268.0
6074	268.0
6075	268.0
6076	268.0
6077	269.0
6078	269.0
6079	269.0
6080	269.0
6081	269.0
6082	269.0
6083	269.0
6084	269.0
6085	269.0
6086	269.0
6087	269.0
6088	269.0
6089	269.0
6090	269.0
6091	269.0
6092	269.0
6093	269.0
6094	269.0
6095	269.0
6096	269.0
6097	269.0
6098	269.0
6099	269.0
6100	269.0
6101	269.0
6102	269.0
6103	269.0
6104	269.0
6105	269.0
6106	269.0
6107	269.0
6108	270.0
6109	270.0
6110	270.0
6111	270.0
6112	270.0
6113	270.0
6114	270.0
6115	270.0
6116	270.0
6117	270.0
6118	270.0
6119	270.0
6120	270.0
6121	270.0
6122	270.0
6123	270.0
6124	270.0
6125	270.0
6126	270.0
6127	270.0
6128	270.0
6129	270.0
6130	270.0
6131	270.0
6132	270.0
6133	270.0
6134	270.0
6135	270.0
6136	271.0
6137	271.0
6138	271.0
6139	271.0
6140	271.0
6141	271.0
6142	271.0
6143	271.0
6144	271.0
6145	271.0
6146	271.0
6147	271.0
6148	271.0
6149	271.0
6150	271.0
6151	271.0
6152	271.0
6153	271.0
6154	271.0
6155	271.0
6156	271.0
6157	271.0
6158	271.0
6159	271.0
6160	271.0
6161	271.0
6162	271.0
6163	271.0
6164	271.0
6165	271.0
6166	271.0
6167	271.0
6168	271.0
6169	271.0
6170	271.0
6171	271.0
6172	271.0
6173	271.0
6174	271.0
6175	271.0
6176	271.0
6177	271.0
6178	271.0
6179	271.0
6180	271.0
6181	271.0
6182	271.0
6183	271.0
6184	271.0
6185	271.0
6186	271.0
6187	271.0
6188	272.0
6189	272.0
6190	272.0
6191	272.0
6192	272.0
6193	272.0
6194	272.0
6195	272.0
6196	272.0
6197	272.0
6198	272.0
6199	272.0
6200	272.0
6201	272.0
6202	272.0
6203	272.0
6204	272.0
6205	272.0
6206	272.0
6207	272.0
6208	272.0
6209	272.0
6210	272.0
6211	272.0
6212	272.0
6213	272.0
6214	272.0
6215	272.0
6216	272.0
6217	272.0
6218	272.0
6219	272.0
6220	272.0
6221	272.0
6222	272.0
6223	273.0
6224	273.0
6225	273.0
6226	273.0
6227	273.0
6228	273.0
6229	273.0
6230	273.0
6231	273.0
6232	273.0
6233	273.0
6234	273.0
6235	273.0
6236	273.0
6237	273.0
6238	273.0
6239	273.0
6240	273.0
6241	273.0
6242	273.0
6243	273.0
6244	273.0
6245	273.0
6246	273.0
6247	273.0
6248	273.0
6249	273.0
6250	273.0
6251	273.0
6252	273.0
6253	273.0
6254	273.0
6255	273.0
6256	273.0
6257	273.0
6258	273.0
6259	273.0
6260	273.0
6261	273.0
6262	273.0
6263	273.0
6264	273.0
6265	273.0
6266	273.0
6267	273.0
6268	273.0
6269	273.0
6270	273.0
6271	274.0
6272	274.0
6273	274.0
6274	274.0
6275	274.0
6276	274.0
6277	274.0
6278	274.0
6279	274.0
6280	274.0
6281	274.0
6282	274.0
6283	274.0
6284	274.0
6285	274.0
6286	274.0
6287	274.0
6288	274.0
6289	274.0
6290	275.0
6291	275.0
6292	275.0
6293	275.0
6294	275.0
6295	275.0
6296	275.0
6297	275.0
6298	275.0
6299	275.0
6300	275.0
6301	275.0
6302	275.0
6303	275.0
6304	275.0
6305	275.0
6306	275.0
6307	275.0
6308	275.0
6309	275.0
6310	275.0
6311	275.0
6312	275.0
6313	275.0
6314	275.0
6315	275.0
6316	275.0
6317	275.0
6318	275.0
6319	275.0
6320	275.0
6321	275.0
6322	275.0
6323	275.0
6324	275.0
6325	275.0
6326	275.0
6327	275.0
6328	275.0
6329	276.0
6330	276.0
6331	276.0
6332	276.0
6333	276.0
6334	276.0
6335	276.0
6336	276.0
6337	276.0
6338	276.0
6339	276.0
6340	276.0
6341	276.0
6342	276.0
6343	276.0
6344	276.0
6345	276.0
6346	276.0
6347	276.0
6348	276.0
6349	276.0
6350	276.0
6351	276.0
6352	276.0
6353	276.0
6354	276.0
6355	276.0
6356	276.0
6357	276.0
6358	276.0
6359	276.0
6360	276.0
6361	276.0
6362	276.0
6363	276.0
6364	276.0
6365	276.0
6366	276.0
6367	276.0
6368	276.0
6369	276.0
6370	276.0
6371	276.0
6372	276.0
6373	276.0
6374	276.0
6375	276.0
6376	276.0
6377	276.0
6378	277.0
6379	277.0
6380	277.0
6381	277.0
6382	277.0
6383	277.0
6384	277.0
6385	277.0
6386	277.0
6387	277.0
6388	277.0
6389	277.0
6390	277.0
6391	277.0
6392	277.0
6393	277.0
6394	277.0
6395	277.0
6396	277.0
6397	277.0
6398	277.0
6399	277.0
6400	277.0
6401	277.0
6402	277.0
6403	277.0
6404	277.0
6405	277.0
6406	277.0
6407	277.0
6408	278.0
6409	278.0
6410	278.0
6411	278.0
6412	278.0
6413	278.0
6414	278.0
6415	278.0
6416	278.0
6417	278.0
6418	278.0
6419	278.0
6420	278.0
6421	278.0
6422	278.0
6423	278.0
6424	278.0
6425	278.0
6426	278.0
6427	278.0
6428	278.0
6429	278.0
6430	278.0
6431	278.0
6432	278.0
6433	278.0
6434	278.0
6435	278.0
6436	278.0
6437	278.0
6438	278.0
6439	278.0
6440	278.0
6441	278.0
6442	278.0
6443	278.0
6444	279.0
6445	279.0
6446	279.0
6447	279.0
6448	279.0
6449	279.0
6450	279.0
6451	279.0
6452	279.0
6453	279.0
6454	279.0
6455	279.0
6456	279.0
6457	279.0
6458	279.0
6459	279.0
6460	279.0
6461	280.0
6462	280.0
6463	280.0
6464	280.0
6465	280.0
6466	280.0
6467	280.0
6468	280.0
6469	280.0
6470	280.0
6471	280.0
6472	280.0
6473	280.0
6474	280.0
6475	280.0
6476	280.0
6477	280.0
6478	280.0
6479	280.0
6480	280.0
6481	280.0
6482	280.0
6483	280.0
6484	280.0
6485	280.0
6486	280.0
6487	280.0
6488	280.0
6489	280.0
6490	280.0
6491	280.0
6492	280.0
6493	280.0
6494	280.0
6495	280.0
6496	280.0
6497	280.0
6498	280.0
6499	280.0
6500	280.0
6501	281.0
6502	281.0
6503	281.0
6504	281.0
6505	281.0
6506	281.0
6507	281.0
6508	281.0
6509	281.0
6510	281.0
6511	281.0
6512	281.0
6513	281.0
6514	281.0
6515	281.0
6516	281.0
6517	281.0
6518	281.0
6519	281.0
6520	281.0
6521	281.0
6522	281.0
6523	281.0
6524	281.0
6525	281.0
6526	281.0
6527	281.0
6528	281.0
6529	281.0
6530	281.0
6531	281.0
6532	281.0
6533	281.0
6534	281.0
6535	281.0
6536	281.0
6537	281.0
6538	281.0
6539	281.0
6540	281.0
6541	281.0
6542	281.0
6543	281.0
6544	281.0
6545	282.0
6546	282.0
6547	282.0
6548	282.0
6549	282.0
6550	282.0
6551	282.0
6552	282.0
6553	282.0
6554	282.0
6555	282.0
6556	282.0
6557	282.0
6558	282.0
6559	282.0
6560	282.0
6561	282.0
6562	282.0
6563	282.0
6564	282.0
6565	282.0
6566	282.0
6567	282.0
6568	282.0
6569	282.0
6570	282.0
6571	282.0
6572	283.0
6573	283.0
6574	283.0
6575	283.0
6576	283.0
6577	283.0
6578	283.0
6579	283.0
6580	283.0
6581	283.0
6582	283.0
6583	283.0
6584	283.0
6585	283.0
6586	283.0
6587	283.0
6588	283.0
6589	283.0
6590	283.0
6591	283.0
6592	283.0
6593	283.0
6594	283.0
6595	283.0
6596	283.0
6597	283.0
6598	283.0
6599	283.0
6600	283.0
6601	283.0
6602	283.0
6603	283.0
6604	283.0
6605	283.0
6606	283.0
6607	283.0
6608	283.0
6609	283.0
6610	283.0
6611	283.0
6612	283.0
6613	283.0
6614	284.0
6615	284.0
6616	284.0
6617	284.0
6618	284.0
6619	284.0
6620	284.0
6621	284.0
6622	284.0
6623	284.0
6624	284.0
6625	284.0
6626	284.0
6627	284.0
6628	284.0
6629	284.0
6630	284.0
6631	284.0
6632	284.0
6633	284.0
6634	284.0
6635	284.0
6636	284.0
6637	284.0
6638	285.0
6639	285.0
6640	285.0
6641	285.0
6642	285.0
6643	285.0
6644	285.0
6645	285.0
6646	285.0
6647	285.0
6648	285.0
6649	285.0
6650	285.0
6651	285.0
6652	285.0
6653	285.0
6654	285.0
6655	285.0
6656	285.0
6657	285.0
6658	285.0
6659	285.0
6660	285.0
6661	285.0
6662	285.0
6663	285.0
6664	285.0
6665	285.0
6666	285.0
6667	285.0
6668	285.0
6669	285.0
6670	285.0
6671	285.0
6672	285.0
6673	285.0
6674	285.0
6675	285.0
6676	285.0
6677	285.0
6678	285.0
6679	285.0
6680	285.0
6681	285.0
6682	285.0
6683	285.0
6684	285.0
6685	285.0
6686	285.0
6687	285.0
6688	285.0
6689	286.0
6690	286.0
6691	286.0
6692	286.0
6693	286.0
6694	286.0
6695	286.0
6696	286.0
6697	286.0
6698	286.0
6699	286.0
6700	286.0
6701	286.0
6702	286.0
6703	286.0
6704	286.0
6705	286.0
6706	286.0
6707	286.0
6708	286.0
6709	286.0
6710	286.0
6711	286.0
6712	286.0
6713	286.0
6714	286.0
6715	286.0
6716	286.0
6717	286.0
6718	286.0
6719	286.0
6720	286.0
6721	286.0
6722	286.0
6723	286.0
6724	286.0
6725	286.0
6726	286.0
6727	286.0
6728	286.0
6729	286.0
6730	286.0
6731	286.0
6732	286.0
6733	286.0
6734	286.0
6735	286.0
6736	286.0
6737	287.0
6738	287.0
6739	287.0
6740	287.0
6741	287.0
6742	287.0
6743	287.0
6744	287.0
6745	287.0
6746	287.0
6747	287.0
6748	287.0
6749	287.0
6750	287.0
6751	287.0
6752	287.0
6753	287.0
6754	287.0
6755	287.0
6756	287.0
6757	287.0
6758	287.0
6759	287.0
6760	287.0
6761	287.0
6762	287.0
6763	287.0
6764	287.0
6765	287.0
6766	287.0
6767	287.0
6768	287.0
6769	287.0
6770	288.0
6771	288.0
6772	288.0
6773	288.0
6774	288.0
6775	288.0
6776	288.0
6777	288.0
6778	288.0
6779	288.0
6780	288.0
6781	288.0
6782	288.0
6783	288.0
6784	288.0
6785	288.0
6786	288.0
6787	288.0
6788	288.0
6789	288.0
6790	288.0
6791	288.0
6792	288.0
6793	288.0
6794	288.0
6795	288.0
6796	288.0
6797	288.0
6798	288.0
6799	288.0
6800	288.0
6801	288.0
6802	288.0
6803	288.0
6804	288.0
6805	288.0
6806	288.0
6807	288.0
6808	288.0
6809	288.0
6810	288.0
6811	288.0
6812	289.0
6813	289.0
6814	289.0
6815	289.0
6816	289.0
6817	289.0
6818	289.0
6819	289.0
6820	289.0
6821	289.0
6822	289.0
6823	289.0
6824	289.0
6825	289.0
6826	289.0
6827	289.0
6828	289.0
6829	289.0
6830	289.0
6831	289.0
6832	289.0
6833	289.0
6834	289.0
6835	289.0
6836	289.0
6837	289.0
6838	289.0
6839	289.0
6840	289.0
6841	289.0
6842	289.0
6843	289.0
6844	289.0
6845	289.0
6846	289.0
6847	289.0
6848	289.0
6849	289.0
6850	289.0
6851	290.0
6852	290.0
6853	290.0
6854	290.0
6855	290.0
6856	290.0
6857	290.0
6858	290.0
6859	290.0
6860	290.0
6861	290.0
6862	290.0
6863	290.0
6864	290.0
6865	290.0
6866	290.0
6867	290.0
6868	290.0
6869	290.0
6870	290.0
6871	290.0
6872	290.0
6873	290.0
6874	290.0
6875	290.0
6876	290.0
6877	290.0
6878	290.0
6879	290.0
6880	290.0
6881	290.0
6882	290.0
6883	290.0
6884	290.0
6885	290.0
6886	290.0
6887	290.0
6888	290.0
6889	290.0
6890	290.0
6891	290.0
6892	290.0
6893	290.0
6894	290.0
6895	290.0
6896	290.0
6897	290.0
6898	290.0
6899	290.0
6900	290.0
6901	290.0
6902	290.0
6903	290.0
6904	290.0
6905	291.0
6906	291.0
6907	291.0
6908	291.0
6909	291.0
6910	291.0
6911	291.0
6912	291.0
6913	291.0
6914	291.0
6915	291.0
6916	291.0
6917	291.0
6918	291.0
6919	291.0
6920	291.0
6921	291.0
6922	291.0
6923	291.0
6924	291.0
6925	291.0
6926	291.0
6927	291.0
6928	291.0
6929	291.0
6930	291.0
6931	291.0
6932	291.0
6933	291.0
6934	291.0
6935	291.0
6936	291.0
6937	291.0
6938	291.0
6939	291.0
6940	291.0
6941	291.0
6942	291.0
6943	291.0
6944	291.0
6945	292.0
6946	292.0
6947	292.0
6948	292.0
6949	292.0
6950	292.0
6951	292.0
6952	292.0
6953	292.0
6954	292.0
6955	292.0
6956	292.0
6957	292.0
6958	292.0
6959	292.0
6960	292.0
6961	292.0
6962	292.0
6963	292.0
6964	292.0
6965	292.0
6966	292.0
6967	292.0
6968	292.0
6969	292.0
6970	292.0
6971	292.0
6972	292.0
6973	292.0
6974	292.0
6975	292.0
6976	292.0
6977	292.0
6978	292.0
6979	292.0
6980	292.0
6981	293.0
6982	293.0
6983	293.0
6984	293.0
6985	293.0
6986	293.0
6987	293.0
6988	293.0
6989	293.0
6990	293.0
6991	293.0
6992	293.0
6993	293.0
6994	293.0
6995	293.0
6996	293.0
6997	293.0
6998	293.0
6999	293.0
7000	293.0
7001	293.0
7002	293.0
7003	293.0
7004	293.0
7005	293.0
7006	293.0
7007	293.0
7008	293.0
7009	293.0
7010	293.0
7011	293.0
7012	293.0
7013	293.0
7014	293.0
7015	293.0
7016	293.0
7017	294.0
7018	294.0
7019	294.0
7020	294.0
7021	294.0
7022	294.0
7023	294.0
7024	294.0
7025	294.0
7026	294.0
7027	294.0
7028	294.0
7029	294.0
7030	294.0
7031	294.0
7032	294.0
7033	294.0
7034	294.0
7035	294.0
7036	294.0
7037	294.0
7038	294.0
7039	294.0
7040	294.0
7041	294.0
7042	294.0
7043	294.0
7044	294.0
7045	294.0
7046	294.0
7047	294.0
7048	294.0
7049	294.0
7050	294.0
7051	294.0
7052	294.0
7053	295.0
7054	295.0
7055	295.0
7056	295.0
7057	295.0
7058	295.0
7059	295.0
7060	295.0
7061	295.0
7062	295.0
7063	295.0
7064	295.0
7065	295.0
7066	295.0
7067	295.0
7068	295.0
7069	295.0
7070	295.0
7071	295.0
7072	295.0
7073	295.0
7074	295.0
7075	295.0
7076	295.0
7077	295.0
7078	295.0
7079	295.0
7080	295.0
7081	295.0
7082	295.0
7083	295.0
7084	295.0
7085	295.0
7086	295.0
7087	295.0
7088	295.0
7089	295.0
7090	295.0
7091	295.0
7092	295.0
7093	295.0
7094	295.0
7095	296.0
7096	296.0
