	bitscore
14141	556.0
14142	556.0
14143	556.0
14144	556.0
14145	556.0
14146	556.0
14147	556.0
14148	556.0
14149	556.0
14150	556.0
14151	556.0
14152	556.0
14153	556.0
14154	557.0
14155	557.0
14156	557.0
14157	557.0
14158	557.0
14159	557.0
14160	557.0
14161	557.0
14162	557.0
14163	557.0
14164	557.0
14165	557.0
14166	557.0
14167	557.0
14168	557.0
14169	557.0
14170	557.0
14171	557.0
14172	558.0
14173	558.0
14174	558.0
14175	558.0
14176	558.0
14177	558.0
14178	558.0
14179	558.0
14180	558.0
14181	558.0
14182	558.0
14183	558.0
14184	558.0
14185	558.0
14186	558.0
14187	558.0
14188	558.0
14189	558.0
14190	558.0
14191	558.0
14192	558.0
14193	558.0
14194	558.0
14195	558.0
14196	558.0
14197	558.0
14198	559.0
14199	559.0
14200	559.0
14201	559.0
14202	559.0
14203	559.0
14204	559.0
14205	559.0
14206	559.0
14207	559.0
14208	559.0
14209	559.0
14210	559.0
14211	559.0
14212	560.0
14213	560.0
14214	560.0
14215	560.0
14216	560.0
14217	560.0
14218	560.0
14219	560.0
14220	560.0
14221	560.0
14222	560.0
14223	560.0
14224	560.0
14225	560.0
14226	560.0
14227	560.0
14228	560.0
14229	560.0
14230	560.0
14231	560.0
14232	560.0
14233	560.0
14234	560.0
14235	560.0
14236	560.0
14237	560.0
14238	560.0
14239	560.0
14240	560.0
14241	561.0
14242	561.0
14243	561.0
14244	561.0
14245	561.0
14246	561.0
14247	561.0
14248	561.0
14249	561.0
14250	561.0
14251	561.0
14252	561.0
14253	561.0
14254	561.0
14255	561.0
14256	561.0
14257	561.0
14258	561.0
14259	561.0
14260	561.0
14261	561.0
14262	562.0
14263	562.0
14264	562.0
14265	562.0
14266	562.0
14267	562.0
14268	562.0
14269	562.0
14270	562.0
14271	563.0
14272	563.0
14273	563.0
14274	563.0
14275	563.0
14276	563.0
14277	563.0
14278	563.0
14279	563.0
14280	563.0
14281	563.0
14282	563.0
14283	563.0
14284	563.0
14285	563.0
14286	563.0
14287	563.0
14288	564.0
14289	564.0
14290	564.0
14291	564.0
14292	564.0
14293	564.0
14294	564.0
14295	564.0
14296	564.0
14297	564.0
14298	564.0
14299	564.0
14300	564.0
14301	564.0
14302	564.0
14303	564.0
14304	564.0
14305	564.0
14306	565.0
14307	565.0
14308	565.0
14309	565.0
14310	565.0
14311	565.0
14312	565.0
14313	565.0
14314	565.0
14315	565.0
14316	565.0
14317	565.0
14318	565.0
14319	565.0
14320	565.0
14321	565.0
14322	565.0
14323	565.0
14324	565.0
14325	565.0
14326	566.0
14327	566.0
14328	566.0
14329	566.0
14330	566.0
14331	566.0
14332	566.0
14333	566.0
14334	566.0
14335	566.0
14336	566.0
14337	566.0
14338	566.0
14339	566.0
14340	566.0
14341	566.0
14342	566.0
14343	566.0
14344	566.0
14345	566.0
14346	566.0
14347	567.0
14348	567.0
14349	567.0
14350	567.0
14351	567.0
14352	567.0
14353	567.0
14354	567.0
14355	567.0
14356	567.0
14357	568.0
14358	568.0
14359	568.0
14360	568.0
14361	568.0
14362	568.0
14363	568.0
14364	568.0
14365	568.0
14366	568.0
14367	568.0
14368	568.0
14369	568.0
14370	568.0
14371	568.0
14372	568.0
14373	568.0
14374	568.0
14375	568.0
14376	568.0
14377	568.0
14378	569.0
14379	569.0
14380	569.0
14381	569.0
14382	569.0
14383	569.0
14384	569.0
14385	569.0
14386	569.0
14387	569.0
14388	569.0
14389	569.0
14390	570.0
14391	570.0
14392	570.0
14393	570.0
14394	570.0
14395	570.0
14396	570.0
14397	570.0
14398	570.0
14399	570.0
14400	570.0
14401	570.0
14402	570.0
14403	570.0
14404	570.0
14405	570.0
14406	570.0
14407	570.0
14408	570.0
14409	570.0
14410	570.0
14411	570.0
14412	571.0
14413	571.0
14414	571.0
14415	571.0
14416	571.0
14417	571.0
14418	571.0
14419	571.0
14420	571.0
14421	571.0
14422	571.0
14423	571.0
14424	571.0
14425	571.0
14426	572.0
14427	572.0
14428	572.0
14429	572.0
14430	572.0
14431	572.0
14432	572.0
14433	572.0
14434	572.0
14435	572.0
14436	572.0
14437	572.0
14438	572.0
14439	572.0
14440	572.0
14441	572.0
14442	572.0
14443	572.0
14444	572.0
14445	572.0
14446	572.0
14447	572.0
14448	572.0
14449	572.0
14450	573.0
14451	573.0
14452	573.0
14453	573.0
14454	573.0
14455	573.0
14456	573.0
14457	573.0
14458	573.0
14459	573.0
14460	573.0
14461	573.0
14462	573.0
14463	573.0
14464	573.0
14465	573.0
14466	573.0
14467	573.0
14468	573.0
14469	573.0
14470	573.0
14471	573.0
14472	573.0
14473	573.0
14474	573.0
14475	573.0
14476	573.0
14477	573.0
14478	574.0
14479	574.0
14480	574.0
14481	574.0
14482	574.0
14483	574.0
14484	574.0
14485	574.0
14486	574.0
14487	574.0
14488	574.0
14489	574.0
14490	574.0
14491	574.0
14492	574.0
14493	574.0
14494	574.0
14495	574.0
14496	575.0
14497	575.0
14498	575.0
14499	575.0
14500	575.0
14501	575.0
14502	575.0
14503	575.0
14504	575.0
14505	575.0
14506	575.0
14507	575.0
14508	575.0
14509	575.0
14510	575.0
14511	575.0
14512	575.0
14513	575.0
14514	575.0
14515	575.0
14516	575.0
14517	575.0
14518	575.0
14519	576.0
14520	576.0
14521	576.0
14522	576.0
14523	576.0
14524	576.0
14525	576.0
14526	576.0
14527	577.0
14528	577.0
14529	577.0
14530	577.0
14531	577.0
14532	577.0
14533	577.0
14534	577.0
14535	577.0
14536	577.0
14537	577.0
14538	577.0
14539	577.0
14540	577.0
14541	577.0
14542	577.0
14543	577.0
14544	577.0
14545	577.0
14546	577.0
14547	577.0
14548	577.0
14549	577.0
14550	577.0
14551	577.0
14552	578.0
14553	578.0
14554	578.0
14555	578.0
14556	578.0
14557	578.0
14558	578.0
14559	578.0
14560	578.0
14561	578.0
14562	578.0
14563	578.0
14564	578.0
14565	578.0
14566	578.0
14567	578.0
14568	578.0
14569	578.0
14570	578.0
14571	578.0
14572	578.0
14573	578.0
14574	578.0
14575	578.0
14576	578.0
14577	579.0
14578	579.0
14579	579.0
14580	579.0
14581	579.0
14582	579.0
14583	579.0
14584	579.0
14585	579.0
14586	579.0
14587	579.0
14588	579.0
14589	579.0
14590	579.0
14591	579.0
14592	579.0
14593	579.0
14594	580.0
14595	580.0
14596	580.0
14597	580.0
14598	580.0
14599	580.0
14600	580.0
14601	580.0
14602	580.0
14603	580.0
14604	580.0
14605	580.0
14606	580.0
14607	580.0
14608	580.0
14609	580.0
14610	580.0
14611	581.0
14612	581.0
14613	581.0
14614	581.0
14615	581.0
14616	581.0
14617	581.0
14618	581.0
14619	581.0
14620	581.0
14621	581.0
14622	581.0
14623	581.0
14624	581.0
14625	581.0
14626	582.0
14627	582.0
14628	582.0
14629	582.0
14630	582.0
14631	582.0
14632	582.0
14633	582.0
14634	582.0
14635	582.0
14636	582.0
14637	582.0
14638	582.0
14639	582.0
14640	582.0
14641	582.0
14642	582.0
14643	582.0
14644	582.0
14645	582.0
14646	582.0
14647	582.0
14648	582.0
14649	582.0
14650	582.0
14651	582.0
14652	582.0
14653	582.0
14654	582.0
14655	582.0
14656	582.0
14657	582.0
14658	582.0
14659	583.0
14660	583.0
14661	583.0
14662	583.0
14663	583.0
14664	583.0
14665	583.0
14666	583.0
14667	583.0
14668	583.0
14669	583.0
14670	583.0
14671	583.0
14672	583.0
14673	583.0
14674	583.0
14675	583.0
14676	584.0
14677	584.0
14678	584.0
14679	584.0
14680	584.0
14681	584.0
14682	584.0
14683	584.0
14684	584.0
14685	584.0
14686	584.0
14687	584.0
14688	584.0
14689	584.0
14690	584.0
14691	584.0
14692	584.0
14693	585.0
14694	585.0
14695	585.0
14696	585.0
14697	585.0
14698	585.0
14699	585.0
14700	585.0
14701	585.0
14702	585.0
14703	585.0
14704	585.0
14705	585.0
14706	585.0
14707	585.0
14708	585.0
14709	585.0
14710	585.0
14711	585.0
14712	585.0
14713	585.0
14714	585.0
14715	585.0
14716	586.0
14717	586.0
14718	586.0
14719	586.0
14720	586.0
14721	586.0
14722	586.0
14723	586.0
14724	586.0
14725	586.0
14726	586.0
14727	586.0
14728	586.0
14729	586.0
14730	586.0
14731	586.0
14732	586.0
14733	586.0
14734	587.0
14735	587.0
14736	587.0
14737	587.0
14738	587.0
14739	587.0
14740	587.0
14741	587.0
14742	587.0
14743	587.0
14744	587.0
14745	587.0
14746	587.0
14747	587.0
14748	587.0
14749	587.0
14750	587.0
14751	587.0
14752	587.0
14753	587.0
14754	587.0
14755	587.0
14756	587.0
14757	587.0
14758	588.0
14759	588.0
14760	588.0
14761	588.0
14762	588.0
14763	588.0
14764	588.0
14765	588.0
14766	588.0
14767	588.0
14768	588.0
14769	588.0
14770	588.0
14771	588.0
14772	588.0
14773	588.0
14774	588.0
14775	588.0
14776	588.0
14777	588.0
14778	588.0
14779	588.0
14780	588.0
14781	588.0
14782	588.0
14783	588.0
14784	588.0
14785	588.0
14786	588.0
14787	588.0
14788	588.0
14789	589.0
14790	589.0
14791	589.0
14792	589.0
14793	589.0
14794	589.0
14795	589.0
14796	589.0
14797	589.0
14798	589.0
14799	589.0
14800	589.0
14801	589.0
14802	589.0
14803	589.0
14804	589.0
14805	589.0
14806	589.0
14807	589.0
14808	589.0
14809	590.0
14810	590.0
14811	590.0
14812	590.0
14813	590.0
14814	590.0
14815	590.0
14816	590.0
14817	590.0
14818	590.0
14819	590.0
14820	590.0
14821	590.0
14822	590.0
14823	590.0
14824	590.0
14825	590.0
14826	590.0
14827	590.0
14828	590.0
14829	590.0
14830	590.0
14831	590.0
14832	590.0
14833	590.0
14834	590.0
14835	591.0
14836	591.0
14837	591.0
14838	591.0
14839	591.0
14840	591.0
14841	591.0
14842	591.0
14843	591.0
14844	591.0
14845	591.0
14846	591.0
14847	591.0
14848	591.0
14849	591.0
14850	591.0
14851	591.0
14852	591.0
14853	591.0
14854	591.0
14855	591.0
14856	591.0
14857	592.0
14858	592.0
14859	592.0
14860	592.0
14861	592.0
14862	592.0
14863	592.0
14864	592.0
14865	592.0
14866	592.0
14867	592.0
14868	592.0
14869	592.0
14870	592.0
14871	592.0
14872	592.0
14873	592.0
14874	592.0
14875	592.0
14876	592.0
14877	592.0
14878	592.0
14879	592.0
14880	592.0
14881	592.0
14882	592.0
14883	592.0
14884	593.0
14885	593.0
14886	593.0
14887	593.0
14888	593.0
14889	593.0
14890	593.0
14891	593.0
14892	593.0
14893	593.0
14894	593.0
14895	593.0
14896	593.0
14897	593.0
14898	593.0
14899	594.0
14900	594.0
14901	594.0
14902	594.0
14903	594.0
14904	594.0
14905	594.0
14906	594.0
14907	594.0
14908	594.0
14909	594.0
14910	594.0
14911	594.0
14912	594.0
14913	594.0
14914	594.0
14915	595.0
14916	595.0
14917	595.0
14918	595.0
14919	595.0
14920	595.0
14921	595.0
14922	595.0
14923	595.0
14924	595.0
14925	595.0
14926	595.0
14927	595.0
14928	595.0
14929	595.0
14930	595.0
14931	595.0
14932	595.0
14933	595.0
14934	595.0
14935	595.0
14936	596.0
14937	596.0
14938	596.0
14939	596.0
14940	596.0
14941	596.0
14942	596.0
14943	596.0
14944	596.0
14945	596.0
14946	596.0
14947	596.0
14948	596.0
14949	596.0
14950	596.0
14951	596.0
14952	596.0
14953	597.0
14954	597.0
14955	597.0
14956	597.0
14957	597.0
14958	597.0
14959	597.0
14960	597.0
14961	597.0
14962	597.0
14963	597.0
14964	597.0
14965	597.0
14966	597.0
14967	597.0
14968	597.0
14969	597.0
14970	597.0
14971	597.0
14972	597.0
14973	597.0
14974	597.0
14975	597.0
14976	598.0
14977	598.0
14978	598.0
14979	598.0
14980	598.0
14981	598.0
14982	598.0
14983	598.0
14984	598.0
14985	598.0
14986	598.0
14987	598.0
14988	598.0
14989	598.0
14990	598.0
14991	598.0
14992	598.0
14993	598.0
14994	598.0
14995	598.0
14996	598.0
14997	599.0
14998	599.0
14999	599.0
15000	599.0
15001	599.0
15002	599.0
15003	599.0
15004	600.0
15005	600.0
15006	600.0
15007	600.0
15008	600.0
15009	600.0
15010	600.0
15011	600.0
15012	600.0
15013	600.0
15014	600.0
15015	600.0
15016	600.0
15017	600.0
15018	600.0
15019	600.0
15020	600.0
15021	600.0
15022	600.0
15023	600.0
15024	600.0
15025	600.0
15026	600.0
15027	600.0
15028	601.0
15029	601.0
15030	601.0
15031	601.0
15032	601.0
15033	601.0
15034	601.0
15035	601.0
15036	601.0
15037	601.0
15038	601.0
15039	601.0
15040	601.0
15041	601.0
15042	601.0
15043	601.0
15044	601.0
15045	601.0
15046	601.0
15047	601.0
15048	601.0
15049	601.0
15050	601.0
15051	601.0
15052	601.0
15053	602.0
15054	602.0
15055	602.0
15056	602.0
15057	602.0
15058	602.0
15059	602.0
15060	602.0
15061	602.0
15062	602.0
15063	602.0
15064	602.0
15065	602.0
15066	602.0
15067	602.0
15068	602.0
15069	602.0
15070	602.0
15071	602.0
15072	602.0
15073	602.0
15074	602.0
15075	602.0
15076	602.0
15077	602.0
15078	602.0
15079	602.0
15080	603.0
15081	603.0
15082	603.0
15083	603.0
15084	603.0
15085	603.0
15086	603.0
15087	603.0
15088	603.0
15089	603.0
15090	603.0
15091	603.0
15092	603.0
15093	603.0
15094	603.0
15095	603.0
15096	604.0
15097	604.0
15098	604.0
15099	604.0
15100	604.0
15101	604.0
15102	604.0
15103	604.0
15104	604.0
15105	604.0
15106	604.0
15107	604.0
15108	604.0
15109	604.0
15110	605.0
15111	605.0
15112	605.0
15113	605.0
15114	605.0
15115	605.0
15116	605.0
15117	605.0
15118	605.0
15119	605.0
15120	605.0
15121	605.0
15122	605.0
15123	605.0
15124	605.0
15125	605.0
15126	605.0
15127	605.0
15128	605.0
15129	605.0
15130	605.0
15131	605.0
15132	605.0
15133	605.0
15134	605.0
15135	605.0
15136	605.0
15137	605.0
15138	605.0
15139	605.0
15140	605.0
15141	606.0
15142	606.0
15143	606.0
15144	606.0
15145	606.0
15146	606.0
15147	606.0
15148	606.0
15149	606.0
15150	606.0
15151	606.0
15152	606.0
15153	606.0
15154	606.0
15155	606.0
15156	606.0
15157	607.0
15158	607.0
15159	607.0
15160	607.0
15161	607.0
15162	607.0
15163	607.0
15164	607.0
15165	607.0
15166	607.0
15167	607.0
15168	607.0
15169	607.0
15170	607.0
15171	607.0
15172	607.0
15173	607.0
15174	607.0
15175	607.0
15176	607.0
15177	607.0
15178	607.0
15179	607.0
15180	607.0
15181	607.0
15182	607.0
15183	608.0
15184	608.0
15185	608.0
15186	608.0
15187	608.0
15188	608.0
15189	608.0
15190	608.0
15191	608.0
15192	608.0
15193	608.0
15194	608.0
15195	608.0
15196	608.0
15197	608.0
15198	608.0
15199	608.0
15200	608.0
15201	608.0
15202	609.0
15203	609.0
15204	609.0
15205	609.0
15206	609.0
15207	609.0
15208	609.0
15209	609.0
15210	609.0
15211	609.0
15212	609.0
15213	609.0
15214	610.0
15215	610.0
15216	610.0
15217	610.0
15218	610.0
15219	610.0
15220	610.0
15221	610.0
15222	610.0
15223	610.0
15224	610.0
15225	610.0
15226	610.0
15227	610.0
15228	610.0
15229	610.0
15230	610.0
15231	610.0
15232	610.0
15233	610.0
15234	610.0
15235	610.0
15236	610.0
15237	610.0
15238	611.0
15239	611.0
15240	611.0
15241	611.0
15242	611.0
15243	611.0
15244	611.0
15245	611.0
15246	611.0
15247	611.0
15248	611.0
15249	611.0
15250	611.0
15251	611.0
15252	611.0
15253	612.0
15254	612.0
15255	612.0
15256	612.0
15257	612.0
15258	612.0
15259	612.0
15260	612.0
15261	612.0
15262	612.0
15263	612.0
15264	612.0
15265	612.0
15266	612.0
15267	612.0
15268	612.0
15269	612.0
15270	612.0
15271	612.0
15272	613.0
15273	613.0
15274	613.0
15275	613.0
15276	613.0
15277	613.0
15278	613.0
15279	613.0
15280	613.0
15281	613.0
15282	613.0
15283	613.0
15284	613.0
15285	613.0
15286	613.0
15287	613.0
15288	613.0
15289	613.0
15290	613.0
15291	613.0
15292	614.0
15293	614.0
15294	614.0
15295	614.0
15296	614.0
15297	614.0
15298	614.0
15299	614.0
15300	614.0
15301	614.0
15302	614.0
15303	614.0
15304	614.0
15305	614.0
15306	614.0
15307	615.0
15308	615.0
15309	615.0
15310	615.0
15311	615.0
15312	615.0
15313	615.0
15314	615.0
15315	615.0
15316	615.0
15317	615.0
15318	615.0
15319	615.0
15320	615.0
15321	615.0
15322	615.0
15323	615.0
15324	615.0
15325	615.0
15326	615.0
15327	615.0
15328	615.0
15329	615.0
15330	615.0
15331	615.0
15332	615.0
15333	615.0
15334	615.0
15335	615.0
15336	615.0
15337	615.0
15338	615.0
15339	615.0
15340	616.0
15341	616.0
15342	616.0
15343	616.0
15344	616.0
15345	616.0
15346	616.0
15347	616.0
15348	616.0
15349	616.0
15350	616.0
15351	616.0
15352	616.0
15353	616.0
15354	616.0
15355	616.0
15356	616.0
15357	616.0
15358	616.0
15359	616.0
15360	616.0
15361	616.0
15362	616.0
15363	617.0
15364	617.0
15365	617.0
15366	617.0
15367	617.0
15368	617.0
15369	617.0
15370	617.0
15371	617.0
15372	617.0
15373	617.0
15374	617.0
15375	617.0
15376	617.0
15377	617.0
15378	617.0
15379	617.0
15380	618.0
15381	618.0
15382	618.0
15383	618.0
15384	618.0
15385	618.0
15386	618.0
15387	618.0
15388	618.0
15389	618.0
15390	619.0
15391	619.0
15392	619.0
15393	619.0
15394	619.0
15395	619.0
15396	619.0
15397	619.0
15398	619.0
15399	619.0
15400	619.0
15401	619.0
15402	619.0
15403	619.0
15404	619.0
15405	619.0
15406	619.0
15407	619.0
15408	619.0
15409	619.0
15410	619.0
15411	619.0
15412	619.0
15413	619.0
15414	620.0
15415	620.0
15416	620.0
15417	620.0
15418	620.0
15419	620.0
15420	620.0
15421	620.0
15422	620.0
15423	620.0
15424	620.0
15425	620.0
15426	620.0
15427	620.0
15428	620.0
15429	620.0
15430	620.0
15431	620.0
15432	620.0
15433	620.0
15434	620.0
15435	620.0
15436	620.0
15437	620.0
15438	620.0
15439	621.0
15440	621.0
15441	621.0
15442	621.0
15443	621.0
15444	621.0
15445	621.0
15446	621.0
15447	621.0
15448	621.0
15449	621.0
15450	621.0
15451	621.0
15452	621.0
15453	621.0
15454	621.0
15455	621.0
15456	621.0
15457	621.0
15458	621.0
15459	621.0
15460	621.0
15461	621.0
15462	621.0
15463	621.0
15464	622.0
15465	622.0
15466	622.0
15467	622.0
15468	622.0
15469	622.0
15470	622.0
15471	622.0
15472	622.0
15473	622.0
15474	622.0
15475	622.0
15476	622.0
15477	622.0
15478	622.0
15479	622.0
15480	622.0
15481	622.0
15482	622.0
15483	622.0
15484	622.0
15485	622.0
15486	622.0
15487	622.0
15488	623.0
15489	623.0
15490	623.0
15491	623.0
15492	623.0
15493	623.0
15494	623.0
15495	623.0
15496	624.0
15497	624.0
15498	624.0
15499	624.0
15500	624.0
15501	624.0
15502	624.0
15503	624.0
15504	624.0
15505	624.0
15506	624.0
15507	624.0
15508	624.0
15509	624.0
15510	624.0
15511	624.0
15512	624.0
15513	624.0
15514	624.0
15515	624.0
15516	624.0
15517	624.0
15518	624.0
15519	624.0
15520	624.0
15521	625.0
15522	625.0
15523	625.0
15524	625.0
15525	625.0
15526	625.0
15527	625.0
15528	625.0
15529	625.0
15530	625.0
15531	625.0
15532	625.0
15533	625.0
15534	625.0
15535	625.0
15536	625.0
15537	625.0
15538	625.0
15539	626.0
15540	626.0
15541	626.0
15542	626.0
15543	626.0
15544	627.0
15545	627.0
15546	627.0
15547	627.0
15548	627.0
15549	627.0
15550	627.0
15551	627.0
15552	627.0
15553	627.0
15554	627.0
15555	627.0
15556	627.0
15557	627.0
15558	627.0
15559	627.0
15560	627.0
15561	627.0
15562	627.0
15563	627.0
15564	628.0
15565	628.0
15566	628.0
15567	628.0
15568	628.0
15569	628.0
15570	628.0
15571	628.0
15572	628.0
15573	628.0
15574	628.0
15575	628.0
15576	628.0
15577	628.0
15578	628.0
15579	628.0
15580	628.0
15581	629.0
15582	629.0
15583	629.0
15584	629.0
15585	629.0
15586	629.0
15587	629.0
15588	629.0
15589	629.0
15590	629.0
15591	629.0
15592	629.0
15593	629.0
15594	629.0
15595	629.0
15596	629.0
15597	629.0
15598	629.0
15599	629.0
15600	629.0
15601	629.0
15602	630.0
15603	630.0
15604	630.0
15605	630.0
15606	630.0
15607	630.0
15608	630.0
15609	630.0
15610	630.0
15611	630.0
15612	630.0
15613	630.0
15614	630.0
15615	630.0
15616	630.0
15617	630.0
15618	630.0
15619	630.0
15620	631.0
15621	631.0
15622	631.0
15623	631.0
15624	631.0
15625	631.0
15626	631.0
15627	631.0
15628	631.0
15629	631.0
15630	631.0
15631	631.0
15632	631.0
15633	631.0
15634	631.0
15635	631.0
15636	632.0
15637	632.0
15638	632.0
15639	632.0
15640	632.0
15641	632.0
15642	632.0
15643	632.0
15644	632.0
15645	632.0
15646	632.0
15647	632.0
15648	632.0
15649	632.0
15650	632.0
15651	632.0
15652	632.0
15653	632.0
15654	633.0
15655	633.0
15656	633.0
15657	633.0
15658	633.0
15659	633.0
15660	633.0
15661	633.0
15662	633.0
15663	633.0
15664	634.0
15665	634.0
15666	634.0
15667	634.0
15668	634.0
15669	634.0
15670	634.0
15671	634.0
15672	634.0
15673	634.0
15674	634.0
15675	634.0
15676	634.0
15677	634.0
15678	634.0
15679	634.0
15680	634.0
15681	634.0
15682	634.0
15683	634.0
15684	634.0
15685	635.0
15686	635.0
15687	635.0
15688	635.0
15689	635.0
15690	635.0
15691	635.0
15692	635.0
15693	635.0
15694	635.0
15695	635.0
15696	635.0
15697	635.0
15698	635.0
15699	635.0
15700	635.0
15701	635.0
15702	635.0
15703	635.0
15704	635.0
15705	635.0
15706	635.0
15707	636.0
15708	636.0
15709	636.0
15710	636.0
15711	636.0
15712	636.0
15713	636.0
15714	636.0
15715	636.0
15716	637.0
15717	637.0
15718	637.0
15719	637.0
15720	637.0
15721	637.0
15722	637.0
15723	637.0
15724	637.0
15725	637.0
15726	637.0
15727	637.0
15728	637.0
15729	637.0
15730	637.0
15731	637.0
15732	637.0
15733	637.0
15734	637.0
15735	637.0
15736	637.0
15737	637.0
15738	637.0
15739	637.0
15740	637.0
15741	637.0
15742	637.0
15743	638.0
15744	638.0
15745	638.0
15746	638.0
15747	638.0
15748	638.0
15749	638.0
15750	638.0
15751	638.0
15752	638.0
15753	638.0
15754	638.0
15755	638.0
15756	638.0
15757	638.0
15758	638.0
15759	638.0
15760	638.0
15761	638.0
15762	639.0
15763	639.0
15764	639.0
15765	639.0
15766	639.0
15767	639.0
15768	639.0
15769	639.0
15770	639.0
15771	639.0
15772	639.0
15773	639.0
15774	639.0
15775	639.0
15776	639.0
15777	639.0
15778	639.0
15779	639.0
15780	639.0
15781	639.0
15782	639.0
15783	639.0
15784	639.0
15785	639.0
15786	639.0
15787	639.0
15788	640.0
15789	640.0
15790	640.0
15791	640.0
15792	640.0
15793	640.0
15794	640.0
15795	640.0
15796	640.0
15797	640.0
15798	640.0
15799	640.0
15800	640.0
15801	640.0
15802	640.0
15803	640.0
15804	640.0
15805	640.0
15806	640.0
15807	640.0
15808	640.0
15809	640.0
15810	640.0
15811	640.0
15812	641.0
15813	641.0
15814	641.0
15815	641.0
15816	641.0
15817	641.0
15818	641.0
15819	641.0
15820	641.0
15821	641.0
15822	641.0
15823	641.0
15824	641.0
15825	642.0
15826	642.0
15827	642.0
15828	642.0
15829	642.0
15830	642.0
15831	642.0
15832	642.0
15833	642.0
15834	642.0
15835	642.0
15836	642.0
15837	642.0
15838	642.0
15839	642.0
15840	642.0
15841	642.0
15842	642.0
15843	642.0
15844	642.0
15845	642.0
15846	642.0
15847	643.0
15848	643.0
15849	643.0
15850	643.0
15851	643.0
15852	643.0
15853	643.0
15854	643.0
15855	643.0
15856	643.0
15857	643.0
15858	643.0
15859	643.0
15860	643.0
15861	643.0
15862	643.0
15863	643.0
15864	643.0
15865	643.0
15866	643.0
15867	643.0
15868	643.0
15869	643.0
15870	643.0
15871	644.0
15872	644.0
15873	644.0
15874	644.0
15875	644.0
15876	644.0
15877	644.0
15878	644.0
15879	644.0
15880	644.0
15881	644.0
15882	644.0
15883	644.0
15884	644.0
15885	644.0
15886	644.0
15887	644.0
15888	644.0
15889	644.0
15890	644.0
15891	644.0
15892	644.0
15893	644.0
15894	644.0
15895	644.0
15896	644.0
15897	645.0
15898	645.0
15899	645.0
15900	645.0
15901	645.0
15902	645.0
15903	645.0
15904	645.0
15905	645.0
15906	645.0
15907	645.0
15908	645.0
15909	645.0
15910	645.0
15911	645.0
15912	645.0
15913	646.0
15914	646.0
15915	646.0
15916	646.0
15917	646.0
15918	646.0
15919	646.0
15920	646.0
15921	646.0
15922	646.0
15923	646.0
15924	646.0
15925	646.0
15926	646.0
15927	646.0
15928	646.0
15929	646.0
15930	646.0
15931	646.0
15932	646.0
15933	646.0
15934	646.0
15935	646.0
15936	647.0
15937	647.0
15938	647.0
15939	647.0
15940	647.0
15941	647.0
15942	647.0
15943	647.0
15944	647.0
15945	647.0
15946	647.0
15947	647.0
15948	647.0
15949	647.0
15950	647.0
15951	647.0
15952	647.0
15953	647.0
15954	648.0
15955	648.0
15956	648.0
15957	648.0
15958	648.0
15959	648.0
15960	648.0
15961	648.0
15962	648.0
15963	648.0
15964	648.0
15965	649.0
15966	649.0
15967	649.0
15968	649.0
15969	649.0
15970	649.0
15971	649.0
15972	649.0
15973	649.0
15974	649.0
15975	649.0
15976	649.0
15977	649.0
15978	649.0
15979	649.0
15980	649.0
15981	649.0
15982	649.0
15983	649.0
15984	649.0
15985	649.0
15986	649.0
15987	650.0
15988	650.0
15989	650.0
15990	650.0
15991	650.0
15992	650.0
15993	650.0
15994	650.0
15995	650.0
15996	650.0
15997	650.0
15998	650.0
15999	650.0
16000	650.0
16001	650.0
16002	650.0
16003	650.0
16004	651.0
16005	651.0
16006	651.0
16007	651.0
16008	651.0
16009	651.0
16010	651.0
16011	651.0
16012	651.0
16013	651.0
16014	651.0
16015	651.0
16016	651.0
16017	651.0
16018	651.0
16019	651.0
16020	651.0
16021	651.0
16022	652.0
16023	652.0
16024	652.0
16025	652.0
16026	652.0
16027	652.0
16028	652.0
16029	652.0
16030	652.0
16031	652.0
16032	652.0
16033	652.0
16034	652.0
16035	652.0
16036	652.0
16037	652.0
16038	652.0
16039	652.0
16040	652.0
16041	652.0
16042	652.0
16043	653.0
16044	653.0
16045	653.0
16046	653.0
16047	653.0
16048	653.0
16049	653.0
16050	653.0
16051	653.0
16052	653.0
16053	653.0
16054	653.0
16055	653.0
16056	653.0
16057	653.0
16058	653.0
16059	653.0
16060	653.0
16061	653.0
16062	653.0
16063	653.0
16064	654.0
16065	654.0
16066	654.0
16067	654.0
16068	654.0
16069	654.0
16070	654.0
16071	654.0
16072	654.0
16073	654.0
16074	654.0
16075	654.0
16076	654.0
16077	654.0
16078	654.0
16079	654.0
16080	654.0
16081	654.0
16082	654.0
16083	654.0
16084	654.0
16085	654.0
16086	654.0
16087	654.0
16088	654.0
16089	654.0
16090	655.0
16091	655.0
16092	655.0
16093	655.0
16094	655.0
16095	655.0
16096	655.0
16097	655.0
16098	655.0
16099	655.0
16100	655.0
16101	655.0
16102	655.0
16103	655.0
16104	655.0
16105	655.0
16106	655.0
16107	655.0
16108	655.0
16109	655.0
16110	655.0
16111	655.0
16112	655.0
16113	656.0
16114	656.0
16115	656.0
16116	656.0
16117	656.0
16118	656.0
16119	656.0
16120	656.0
16121	656.0
16122	656.0
16123	656.0
16124	656.0
16125	656.0
16126	656.0
16127	656.0
16128	656.0
16129	656.0
16130	657.0
16131	657.0
16132	657.0
16133	657.0
16134	657.0
16135	657.0
16136	657.0
16137	657.0
16138	657.0
16139	657.0
