	evalue
5183	7.32e-263
23053	7.589999999999999e-263
23409	7.94e-263
5250	8.159999999999999e-263
14636	8.17e-263
17585	8.2e-263
334	8.46e-263
6297	9.21e-263
23369	9.309999999999999e-263
24370	9.75e-263
14954	1.0299999999999999e-262
20361	1.0699999999999999e-262
9600	1.08e-262
9596	1.08e-262
8173	1.1099999999999999e-262
19747	1.17e-262
11211	1.21e-262
12205	1.3e-262
19657	1.6499999999999998e-262
18532	1.85e-262
16115	1.93e-262
10352	2.2999999999999998e-262
4069	2.35e-262
6101	2.43e-262
17575	2.88e-262
18649	3.2e-262
17221	3.35e-262
9669	3.42e-262
10396	3.91e-262
10711	4.0299999999999997e-262
8377	4.1399999999999996e-262
9216	4.29e-262
13431	4.91e-262
25708	5.319999999999999e-262
7860	5.35e-262
10715	5.459999999999999e-262
11848	6.18e-262
4973	6.7e-262
7458	7.26e-262
11971	7.279999999999999e-262
20527	8.289999999999999e-262
19254	8.45e-262
23051	8.829999999999999e-262
17161	8.85e-262
22570	9.23e-262
5375	9.739999999999999e-262
4916	1.1e-261
5758	1.18e-261
5874	1.31e-261
22814	1.36e-261
25104	1.44e-261
19359	1.45e-261
19362	1.45e-261
1871	1.52e-261
11858	1.58e-261
10781	1.59e-261
24380	1.86e-261
10281	2.05e-261
20581	2.15e-261
24545	2.35e-261
14533	2.5299999999999997e-261
14534	2.5299999999999997e-261
22341	2.54e-261
5729	2.7e-261
5645	2.81e-261
3632	2.9e-261
10912	2.97e-261
21713	3.07e-261
692	3.07e-261
25294	3.2e-261
19504	3.56e-261
19097	3.91e-261
9109	4.21e-261
7729	4.46e-261
17841	4.5299999999999995e-261
20817	5.32e-261
20748	5.32e-261
7459	6.06e-261
19432	6.07e-261
20115	6.29e-261
9217	6.86e-261
4324	6.98e-261
6075	7e-261
9532	7e-261
9527	7e-261
9523	7e-261
19085	7.53e-261
5932	8.29e-261
5121	8.48e-261
4157	8.69e-261
11674	9.27e-261
5894	9.46e-261
18340	1.07e-260
10745	1.22e-260
9391	1.27e-260
24480	1.31e-260
10608	1.3299999999999999e-260
14920	1.39e-260
22651	1.47e-260
9880	1.59e-260
20049	1.65e-260
24544	1.72e-260
20747	1.91e-260
2704	2.15e-260
15263	2.25e-260
544	2.41e-260
21226	2.74e-260
19507	3.01e-260
19508	3.01e-260
19509	3.01e-260
9562	3.17e-260
10413	3.59e-260
13006	3.74e-260
17360	3.79e-260
20840	3.97e-260
21921	4e-260
21279	4.18e-260
12259	4.53e-260
25	4.91e-260
16195	5.1799999999999996e-260
22886	5.4599999999999996e-260
17741	6.2e-260
10944	6.72e-260
20794	6.73e-260
21858	7.55e-260
5054	8.16e-260
14723	8.16e-260
104	8.24e-260
21382	8.73e-260
7410	8.79e-260
10251	8.94e-260
17182	8.95e-260
17184	8.95e-260
17180	8.95e-260
9786	9.46e-260
21133	9.59e-260
25296	9.85e-260
20540	1.0300000000000001e-259
19685	1.11e-259
20749	1.1200000000000001e-259
124	1.1600000000000001e-259
328	1.3000000000000001e-259
18475	1.3100000000000002e-259
16947	1.43e-259
11231	1.52e-259
840	1.89e-259
10550	1.91e-259
15139	2.0100000000000002e-259
4915	2.0700000000000002e-259
4914	2.0700000000000002e-259
11388	2.6200000000000003e-259
20876	3.25e-259
8158	3.32e-259
10772	3.38e-259
20853	3.4500000000000005e-259
20105	3.4500000000000005e-259
16430	3.4500000000000005e-259
835	3.46e-259
7338	3.53e-259
17037	3.5800000000000003e-259
10848	4.0400000000000003e-259
10842	4.0400000000000003e-259
7134	4.0400000000000003e-259
18797	4.61e-259
23972	4.6400000000000005e-259
5692	5.09e-259
15090	5.22e-259
7229	5.510000000000001e-259
23003	5.73e-259
94	6.34e-259
14885	6.400000000000001e-259
15330	6.64e-259
18503	6.900000000000001e-259
3712	7.04e-259
18571	7.26e-259
8782	8.470000000000001e-259
10815	8.68e-259
11820	8.79e-259
5718	9.15e-259
6692	9.310000000000001e-259
10494	9.350000000000001e-259
11932	1.1299999999999998e-258
25205	1.22e-258
23339	1.35e-258
17280	1.7299999999999999e-258
22736	1.8499999999999998e-258
12935	1.9199999999999998e-258
12465	2.22e-258
21006	2.2599999999999996e-258
5716	2.62e-258
7026	3.7099999999999996e-258
17573	3.8499999999999997e-258
10853	3.9699999999999996e-258
14110	4.0999999999999996e-258
8695	5.03e-258
10503	5.49e-258
16100	5.75e-258
19975	5.819999999999999e-258
19537	5.9e-258
18766	5.9e-258
12418	6.239999999999999e-258
22992	6.34e-258
15289	6.93e-258
12941	7.7199999999999995e-258
16908	8.519999999999999e-258
16671	8.519999999999999e-258
13616	8.709999999999999e-258
6409	8.93e-258
12487	9.1e-258
4375	1.06e-257
16926	1.0800000000000002e-257
8322	1.15e-257
23296	1.15e-257
23964	1.1600000000000002e-257
11980	1.1600000000000002e-257
7577	1.1800000000000001e-257
25651	1.1900000000000001e-257
7368	1.2e-257
8777	1.28e-257
8583	1.39e-257
14673	1.45e-257
18212	1.45e-257
3426	1.67e-257
25110	1.77e-257
18381	1.92e-257
4993	2.07e-257
4992	2.07e-257
12610	2.7000000000000002e-257
24079	2.76e-257
11101	2.8300000000000003e-257
15362	2.91e-257
22849	3.0400000000000002e-257
23833	3.1500000000000003e-257
8110	3.2100000000000002e-257
4461	3.2100000000000002e-257
23977	3.27e-257
24578	3.3900000000000005e-257
4369	3.56e-257
8626	4.0100000000000006e-257
523	4.3700000000000006e-257
8254	4.48e-257
23175	4.53e-257
8783	4.54e-257
5887	4.59e-257
14708	4.7700000000000004e-257
9697	4.87e-257
8303	5.7100000000000005e-257
7964	5.86e-257
9514	6.17e-257
6646	6.260000000000001e-257
6645	6.260000000000001e-257
21438	6.270000000000001e-257
14547	6.600000000000001e-257
8514	7.45e-257
399	7.67e-257
24564	7.68e-257
12784	8.56e-257
23569	9.630000000000001e-257
1164	1.2e-256
13018	1.3199999999999999e-256
14832	1.3999999999999998e-256
21384	1.45e-256
329	1.48e-256
22072	1.5e-256
5235	1.57e-256
15204	1.58e-256
4068	1.7e-256
19334	1.7e-256
16363	1.91e-256
3097	2.14e-256
4052	2.1499999999999998e-256
9215	2.4799999999999998e-256
18254	2.61e-256
23353	2.63e-256
16414	2.6399999999999997e-256
20495	2.69e-256
21974	3.05e-256
11330	3.8399999999999997e-256
4379	3.97e-256
4380	3.97e-256
16277	4.18e-256
25237	4.27e-256
11184	4.34e-256
22204	4.34e-256
13507	4.3599999999999997e-256
7319	4.7099999999999996e-256
15214	4.9999999999999994e-256
10679	5.67e-256
7064	6.129999999999999e-256
18326	6.159999999999999e-256
11554	6.469999999999999e-256
20254	6.87e-256
25707	7.69e-256
1106	7.77e-256
1094	8.349999999999999e-256
4754	9.019999999999999e-256
16531	9.37e-256
15192	1.14e-255
18218	1.2099999999999999e-255
17312	1.28e-255
19419	1.29e-255
19418	1.29e-255
24759	1.33e-255
467	1.3899999999999999e-255
17302	1.4399999999999998e-255
4573	1.51e-255
6596	1.6699999999999998e-255
1166	1.7599999999999998e-255
18990	1.7599999999999998e-255
11018	1.84e-255
20102	1.9899999999999998e-255
10869	2.01e-255
15450	2.05e-255
13097	2.06e-255
14103	2.1199999999999999e-255
4689	2.22e-255
17258	2.25e-255
4932	2.77e-255
16633	2.92e-255
12687	3.5699999999999997e-255
12514	3.5699999999999997e-255
7603	3.7499999999999997e-255
16807	3.7499999999999997e-255
6104	3.94e-255
4050	4.6e-255
23794	5.47e-255
24161	6.1499999999999995e-255
3595	6.17e-255
3889	6.39e-255
13147	6.7e-255
23729	6.92e-255
7256	6.98e-255
14626	8.419999999999999e-255
10486	9.18e-255
5060	9.64e-255
14341	1.0199999999999999e-254
16706	1.03e-254
13072	1.0599999999999999e-254
9139	1.14e-254
14339	1.24e-254
20036	1.31e-254
9069	1.39e-254
5053	1.39e-254
5744	1.39e-254
13868	1.4999999999999999e-254
21190	1.51e-254
25309	1.57e-254
2404	1.58e-254
11836	1.59e-254
11960	1.78e-254
7810	1.91e-254
16844	1.97e-254
1954	2.02e-254
7250	2.06e-254
5291	2.21e-254
15524	2.44e-254
15618	2.8799999999999998e-254
5951	2.89e-254
16801	2.9e-254
19389	2.93e-254
17549	3.13e-254
13422	3.22e-254
4471	3.6999999999999996e-254
4054	3.6999999999999996e-254
19464	3.6999999999999996e-254
16121	3.85e-254
18476	3.99e-254
7742	4.17e-254
19141	4.85e-254
10449	4.85e-254
11788	5.04e-254
25407	5.06e-254
13376	5.22e-254
18806	5.63e-254
7201	5.6499999999999995e-254
19757	5.9e-254
21721	6.1e-254
16318	6.12e-254
22711	6.16e-254
12594	6.1899999999999995e-254
14982	6.64e-254
24245	6.83e-254
23700	6.83e-254
24243	6.83e-254
24244	6.83e-254
17035	8.4e-254
1118	8.66e-254
10076	8.73e-254
13209	9.79e-254
2516	1.06e-253
18840	1.09e-253
10110	1.16e-253
19382	1.19e-253
10877	1.24e-253
15547	1.3e-253
7051	1.61e-253
22197	1.63e-253
8796	1.64e-253
8722	1.72e-253
16842	1.97e-253
16747	2.1100000000000002e-253
13447	2.31e-253
18706	2.34e-253
20054	2.5000000000000002e-253
23606	2.7e-253
21865	2.9400000000000003e-253
21866	2.9400000000000003e-253
20308	3.47e-253
22603	3.47e-253
20509	3.56e-253
17045	3.69e-253
19651	4.46e-253
16851	4.63e-253
12747	4.78e-253
18214	4.84e-253
16598	4.86e-253
16924	4.97e-253
25217	5.23e-253
24218	5.2400000000000004e-253
8780	5.27e-253
5563	5.32e-253
21480	5.77e-253
8241	6.140000000000001e-253
15744	6.37e-253
11949	6.45e-253
533	6.54e-253
6842	6.86e-253
18112	8e-253
7339	8.08e-253
12664	8.34e-253
18634	8.68e-253
6959	8.72e-253
12346	8.95e-253
25670	9.480000000000001e-253
4423	9.78e-253
9480	9.8e-253
22741	9.81e-253
4861	1.02e-252
6811	1.1500000000000001e-252
17509	1.19e-252
20382	1.2800000000000001e-252
14123	1.5e-252
16515	1.5600000000000002e-252
5155	1.6300000000000002e-252
21740	1.6900000000000002e-252
24247	1.7e-252
14392	1.71e-252
10811	1.7500000000000002e-252
527	2.04e-252
1001	2.1600000000000002e-252
18415	2.1600000000000002e-252
2879	2.38e-252
6885	2.4500000000000003e-252
7811	2.67e-252
9439	2.81e-252
2950	2.8200000000000003e-252
13262	3.27e-252
23799	3.32e-252
12551	3.41e-252
18765	3.69e-252
16294	3.8e-252
17879	3.83e-252
25138	4.11e-252
25761	4.3300000000000005e-252
9775	4.69e-252
11003	5.010000000000001e-252
12573	5.050000000000001e-252
22762	5.43e-252
17545	5.67e-252
11581	6.01e-252
17046	6.1e-252
23128	6.130000000000001e-252
9234	6.32e-252
5658	6.330000000000001e-252
7243	6.62e-252
286	6.62e-252
20144	7.110000000000001e-252
97	8.040000000000001e-252
16989	8.33e-252
20791	8.5e-252
20769	8.7e-252
16746	8.870000000000001e-252
13478	9.730000000000002e-252
17818	1.07e-251
22274	1.07e-251
16678	1.09e-251
25175	1.1100000000000001e-251
14896	1.1400000000000001e-251
18650	1.23e-251
22680	1.23e-251
7632	1.23e-251
51	1.25e-251
13175	1.2700000000000001e-251
16353	1.3000000000000002e-251
22161	1.3400000000000001e-251
4500	1.35e-251
17556	1.39e-251
19612	1.45e-251
23760	1.4700000000000001e-251
6516	1.6300000000000001e-251
10793	1.6900000000000001e-251
11504	1.74e-251
5811	1.8e-251
5073	1.83e-251
10601	1.8700000000000002e-251
23713	2.26e-251
753	2.33e-251
6941	2.5100000000000003e-251
22996	2.8600000000000003e-251
690	2.9500000000000003e-251
20510	3.02e-251
19494	3.0300000000000003e-251
803	3.3800000000000003e-251
24576	3.9e-251
189	3.9500000000000006e-251
7926	4.06e-251
20607	4.11e-251
4899	4.31e-251
20216	4.48e-251
4491	4.97e-251
20161	5.98e-251
24865	6.87e-251
6243	7.44e-251
22891	8.35e-251
3875	9.360000000000001e-251
17245	9.550000000000001e-251
23571	1.1299999999999999e-250
12642	1.1399999999999999e-250
5310	1.17e-250
7403	1.2e-250
8061	1.2099999999999998e-250
12191	1.2699999999999999e-250
14695	1.28e-250
11603	1.4999999999999998e-250
14773	1.52e-250
11379	1.6199999999999998e-250
2393	1.9199999999999997e-250
21977	2.0899999999999997e-250
15417	2.0999999999999997e-250
13077	2.2699999999999998e-250
19318	2.2799999999999998e-250
11828	2.2799999999999998e-250
20321	2.8999999999999996e-250
16094	3.29e-250
15660	5.4199999999999995e-250
24990	5.4299999999999996e-250
24860	5.649999999999999e-250
20295	5.739999999999999e-250
20399	5.799999999999999e-250
2823	6.03e-250
20818	6.1e-250
16625	6.349999999999999e-250
16628	6.349999999999999e-250
8420	7.369999999999999e-250
19286	8.339999999999999e-250
715	8.54e-250
23710	9.449999999999999e-250
24121	1.01e-249
18266	1.1199999999999999e-249
18265	1.1199999999999999e-249
11031	1.2699999999999998e-249
21345	1.28e-249
10735	1.33e-249
22676	1.37e-249
8208	1.37e-249
8203	1.37e-249
11207	1.4899999999999998e-249
22551	1.55e-249
8939	1.68e-249
12856	1.83e-249
13395	1.91e-249
23759	2.3e-249
10555	2.33e-249
22351	2.4299999999999997e-249
5407	2.49e-249
23210	2.49e-249
1541	2.6499999999999997e-249
15833	2.91e-249
22993	3.1e-249
6960	3.13e-249
3845	3.21e-249
12976	3.24e-249
4021	3.55e-249
8378	4.1e-249
18491	4.699999999999999e-249
18489	4.699999999999999e-249
18331	5.09e-249
17718	5.929999999999999e-249
2672	6.179999999999999e-249
720	6.339999999999999e-249
15821	6.489999999999999e-249
15221	7.11e-249
10935	7.779999999999999e-249
16913	8.59e-249
11945	9.74e-249
21964	1.01e-248
21843	1.03e-248
11360	1.05e-248
15037	1.1200000000000002e-248
16017	1.18e-248
9388	1.4800000000000001e-248
9389	1.4800000000000001e-248
11950	1.57e-248
19402	1.57e-248
6026	1.6300000000000001e-248
19566	1.7500000000000001e-248
722	1.7600000000000002e-248
1012	1.8100000000000002e-248
21788	1.93e-248
15392	2.0800000000000002e-248
15517	2.2e-248
18560	2.29e-248
5652	2.3800000000000003e-248
18985	2.46e-248
5055	2.46e-248
14314	2.5800000000000003e-248
13134	2.6500000000000003e-248
8797	3.1300000000000002e-248
103	3.14e-248
20525	3.17e-248
8873	3.3500000000000004e-248
2412	3.4000000000000002e-248
18610	4.46e-248
8252	5.3800000000000004e-248
9962	5.630000000000001e-248
283	5.7100000000000005e-248
14513	5.890000000000001e-248
11891	6.490000000000001e-248
5975	6.5900000000000005e-248
14106	7.15e-248
19701	7.91e-248
923	8.19e-248
13290	8.770000000000001e-248
8415	9.360000000000001e-248
813	1.01e-247
12740	1.09e-247
10747	1.09e-247
6445	1.1800000000000001e-247
24396	1.1800000000000001e-247
8623	1.24e-247
13923	1.31e-247
25477	1.32e-247
10675	1.3800000000000002e-247
5447	1.43e-247
13129	1.45e-247
3847	1.56e-247
908	1.6000000000000003e-247
24688	1.9600000000000002e-247
11938	2.0400000000000002e-247
19480	2.0600000000000003e-247
20098	2.1900000000000002e-247
19454	2.2900000000000003e-247
8204	2.3800000000000003e-247
23757	2.7300000000000002e-247
2185	2.8800000000000005e-247
5984	2.94e-247
10163	3.01e-247
23597	3.0700000000000003e-247
23596	3.0700000000000003e-247
21816	3.13e-247
8326	3.9900000000000004e-247
8325	3.9900000000000004e-247
10490	4.11e-247
23519	4.27e-247
8509	4.4400000000000006e-247
22951	4.6100000000000004e-247
22950	4.6100000000000004e-247
13281	4.62e-247
9547	4.82e-247
25424	5.42e-247
2628	6.400000000000001e-247
24085	6.540000000000001e-247
9324	6.820000000000001e-247
20523	6.83e-247
11240	6.890000000000001e-247
4896	7.22e-247
17146	7.600000000000001e-247
11241	7.68e-247
14582	9.300000000000001e-247
13583	9.46e-247
9387	1.06e-246
21132	1.09e-246
7997	1.2199999999999999e-246
7998	1.2199999999999999e-246
14091	1.23e-246
7113	1.38e-246
7117	1.38e-246
15976	1.55e-246
1190	1.72e-246
14871	1.9199999999999998e-246
22134	2.12e-246
276	2.22e-246
22587	2.2899999999999997e-246
9013	2.41e-246
4690	2.45e-246
4351	2.47e-246
18600	2.66e-246
7538	2.66e-246
16006	3.57e-246
10212	3.6399999999999996e-246
18629	3.72e-246
22334	3.76e-246
18624	3.7899999999999997e-246
14428	4.1e-246
964	4.19e-246
8324	4.65e-246
3700	4.77e-246
14842	5.31e-246
13948	5.359999999999999e-246
14809	6.66e-246
1454	7.07e-246
213	7.84e-246
4830	8.21e-246
23582	8.57e-246
3154	8.71e-246
9773	8.839999999999999e-246
21061	9.54e-246
3222	1.08e-245
18783	1.1e-245
17890	1.22e-245
16864	1.2700000000000001e-245
10296	1.43e-245
5016	1.49e-245
17804	1.6000000000000001e-245
4014	1.7400000000000002e-245
4219	1.85e-245
23153	2.02e-245
23412	2.03e-245
6062	2.07e-245
7610	2.19e-245
19569	2.35e-245
11245	2.61e-245
5159	2.7800000000000003e-245
8014	2.81e-245
12614	3.1200000000000002e-245
10941	3.1200000000000002e-245
5078	3.3700000000000002e-245
14004	3.38e-245
17702	3.72e-245
16846	3.7900000000000006e-245
4274	3.91e-245
15208	4.44e-245
24471	4.7900000000000005e-245
19245	4.7900000000000005e-245
10824	5.4500000000000005e-245
10606	5.8200000000000005e-245
23594	5.83e-245
24173	6.55e-245
864	6.7e-245
718	7.64e-245
9415	8.050000000000001e-245
13479	8.45e-245
17082	8.62e-245
11466	9.270000000000001e-245
13826	9.630000000000001e-245
6442	1.09e-244
11955	1.1999999999999999e-244
5843	1.25e-244
14266	1.27e-244
25427	1.3399999999999998e-244
15523	1.37e-244
17247	1.45e-244
6505	1.54e-244
7029	1.72e-244
21421	1.73e-244
5287	1.73e-244
23343	1.76e-244
24823	1.8599999999999998e-244
17352	2.19e-244
3624	2.2299999999999998e-244
20291	2.36e-244
5630	2.4599999999999997e-244
18119	2.51e-244
7787	2.78e-244
7788	2.78e-244
5285	2.8799999999999997e-244
1835	2.9399999999999996e-244
18928	3.1e-244
5648	3.12e-244
23853	3.14e-244
78	3.3199999999999996e-244
25617	3.6999999999999996e-244
15006	4.1599999999999995e-244
19526	4.35e-244
4839	4.41e-244
14377	4.6e-244
6408	4.67e-244
7876	4.75e-244
14396	4.78e-244
9253	4.79e-244
24235	4.9099999999999995e-244
25182	4.9699999999999994e-244
19556	5.07e-244
22953	5.3799999999999993e-244
22672	7.579999999999999e-244
22674	7.579999999999999e-244
19820	7.68e-244
3780	9.22e-244
19360	9.41e-244
17406	1.0399999999999999e-243
18341	1.0399999999999999e-243
5383	1.0599999999999999e-243
5382	1.0599999999999999e-243
4222	1.1399999999999999e-243
4218	1.1399999999999999e-243
4223	1.1399999999999999e-243
10491	1.17e-243
3843	1.2e-243
15995	1.29e-243
19375	1.43e-243
15804	1.44e-243
11147	1.4799999999999998e-243
18151	1.4899999999999998e-243
10345	1.54e-243
25753	1.54e-243
19010	1.55e-243
25172	1.6499999999999998e-243
25171	1.6499999999999998e-243
23973	1.66e-243
8114	1.74e-243
13219	1.84e-243
13722	1.89e-243
6410	1.98e-243
17174	2.05e-243
25250	2.2699999999999998e-243
13201	2.3599999999999996e-243
269	2.38e-243
25646	2.4e-243
183	2.6599999999999997e-243
18161	2.77e-243
22003	3.2599999999999997e-243
20559	3.35e-243
8141	3.44e-243
22269	3.5e-243
4702	3.64e-243
16900	3.64e-243
10922	4.6e-243
23693	4.62e-243
1009	4.83e-243
25760	4.97e-243
14738	5.17e-243
14739	5.17e-243
8410	5.269999999999999e-243
18924	5.77e-243
18926	5.77e-243
18922	5.77e-243
14666	6.01e-243
9083	6.02e-243
18945	7.169999999999999e-243
19296	7.47e-243
23327	7.91e-243
5348	7.92e-243
19971	7.92e-243
10496	7.94e-243
25197	8.23e-243
17723	9.78e-243
12034	9.79e-243
23345	1e-242
4841	1.11e-242
5469	1.23e-242
15719	1.3199999999999998e-242
16160	1.52e-242
8013	1.5399999999999999e-242
3957	1.6699999999999999e-242
16128	1.7799999999999999e-242
15026	1.7999999999999999e-242
23139	1.7999999999999999e-242
22995	1.8199999999999998e-242
23449	1.8999999999999997e-242
20843	1.95e-242
7251	1.95e-242
17844	1.97e-242
7970	2.22e-242
16550	2.23e-242
5102	2.3599999999999997e-242
24603	2.3599999999999997e-242
17515	2.55e-242
9369	3.4499999999999996e-242
13794	3.49e-242
2120	3.6199999999999997e-242
7004	3.77e-242
11427	3.89e-242
6240	4.02e-242
12183	4.64e-242
22878	5.02e-242
7112	5.1599999999999996e-242
222	5.4099999999999996e-242
15408	5.58e-242
20985	5.81e-242
15852	5.87e-242
18796	6.75e-242
5381	6.779999999999999e-242
8	6.779999999999999e-242
4298	7.1199999999999996e-242
10078	8.109999999999999e-242
15899	8.75e-242
17571	9.29e-242
17569	9.29e-242
25702	9.819999999999999e-242
11028	1.03e-241
15498	1.1099999999999999e-241
7186	1.22e-241
10697	1.22e-241
21658	1.3399999999999999e-241
6748	1.3899999999999999e-241
6747	1.3899999999999999e-241
4714	1.4799999999999998e-241
7921	1.6e-241
8369	1.64e-241
21991	1.66e-241
17716	1.69e-241
9142	1.94e-241
18258	1.94e-241
18239	2.1e-241
18238	2.1e-241
12999	2.14e-241
24828	2.1799999999999998e-241
9981	2.3299999999999998e-241
9940	2.4599999999999997e-241
23448	2.5199999999999997e-241
22966	2.6099999999999997e-241
12068	2.84e-241
3968	2.8699999999999997e-241
17559	2.99e-241
125	3.1099999999999996e-241
261	3.1399999999999995e-241
24381	3.4599999999999996e-241
16930	3.77e-241
15807	3.7899999999999995e-241
17739	4.0399999999999995e-241
21409	4.07e-241
21410	4.07e-241
20768	4.1099999999999996e-241
4064	4.2399999999999995e-241
6925	4.2399999999999995e-241
19408	4.33e-241
21557	4.83e-241
11185	4.93e-241
15311	5.08e-241
15686	5.1099999999999996e-241
19555	5.3599999999999996e-241
356	5.369999999999999e-241
22298	5.5099999999999996e-241
21440	5.569999999999999e-241
5419	6.119999999999999e-241
16236	6.26e-241
6152	6.509999999999999e-241
1350	6.99e-241
11320	7.27e-241
12948	7.33e-241
16065	8.84e-241
3903	9.06e-241
22621	1.01e-240
25538	1.07e-240
20146	1.12e-240
8862	1.14e-240
4694	1.16e-240
23360	1.26e-240
17397	1.48e-240
13588	1.5299999999999998e-240
15257	1.5499999999999998e-240
10009	1.68e-240
16812	1.82e-240
9890	1.94e-240
24734	1.98e-240
13258	1.9899999999999998e-240
12590	2.0899999999999998e-240
23137	2.1299999999999998e-240
6939	2.1699999999999998e-240
22743	2.18e-240
25280	2.18e-240
23297	2.2299999999999998e-240
4076	2.3499999999999998e-240
6103	2.55e-240
16359	2.64e-240
25653	2.84e-240
22652	3.2e-240
16415	3.5399999999999996e-240
13555	3.55e-240
10719	3.61e-240
5342	3.6199999999999996e-240
8767	3.6199999999999996e-240
19292	3.9799999999999996e-240
9205	4.07e-240
8953	4.76e-240
17531	5.15e-240
24671	5.34e-240
21733	5.45e-240
4485	6.11e-240
18131	6.839999999999999e-240
22763	6.839999999999999e-240
25216	6.839999999999999e-240
9304	7.28e-240
18991	7.329999999999999e-240
20096	7.809999999999999e-240
157	7.82e-240
9145	7.91e-240
16392	8.199999999999999e-240
11186	8.22e-240
7685	9.989999999999998e-240
3577	1.02e-239
10925	1.5099999999999998e-239
25597	1.54e-239
1600	1.6099999999999999e-239
13810	1.7e-239
3829	1.71e-239
20752	1.7499999999999998e-239
15225	1.79e-239
25164	1.81e-239
25163	1.81e-239
6849	2.22e-239
15446	2.44e-239
24074	2.54e-239
7827	2.97e-239
20432	2.98e-239
2859	3.04e-239
13029	3.0599999999999997e-239
6551	3.45e-239
4644	3.61e-239
10615	4.17e-239
714	4.6099999999999995e-239
321	4.74e-239
8927	4.77e-239
510	4.94e-239
23858	5.279999999999999e-239
5981	5.55e-239
23136	5.55e-239
14794	5.62e-239
25253	5.78e-239
5877	5.7999999999999995e-239
5876	5.7999999999999995e-239
5325	5.97e-239
5327	5.97e-239
7297	5.979999999999999e-239
4842	6.0599999999999995e-239
10014	6.4399999999999995e-239
9831	7.349999999999999e-239
25279	7.54e-239
18043	7.59e-239
15218	7.75e-239
11893	7.84e-239
22061	8.11e-239
20488	8.2e-239
24853	8.53e-239
17598	8.87e-239
20496	9.11e-239
12589	9.159999999999999e-239
933	1.12e-238
16332	1.12e-238
22733	1.13e-238
9026	1.17e-238
1165	1.22e-238
15951	1.66e-238
18639	1.69e-238
13464	1.75e-238
23734	1.78e-238
18804	1.99e-238
19929	1.99e-238
18803	1.99e-238
6503	2.01e-238
12435	2.52e-238
18888	2.58e-238
14689	2.59e-238
19315	2.61e-238
5737	2.86e-238
5736	2.86e-238
4403	2.96e-238
14746	3.38e-238
3781	3.41e-238
19916	3.57e-238
8716	3.76e-238
6403	3.8599999999999996e-238
214	3.87e-238
21834	3.91e-238
21473	4.51e-238
19108	4.74e-238
18008	5.53e-238
9061	5.62e-238
21474	5.85e-238
19151	5.92e-238
18801	6.27e-238
7239	6.279999999999999e-238
17485	6.48e-238
23744	7.14e-238
17325	7.82e-238
2499	9.499999999999999e-238
10752	9.96e-238
6548	1e-237
6549	1e-237
5460	1.03e-237
20006	1.05e-237
23189	1.0600000000000001e-237
23188	1.0600000000000001e-237
22329	1.07e-237
5177	1.08e-237
12221	1.08e-237
11258	1.09e-237
10470	1.23e-237
14603	1.3100000000000001e-237
11391	1.35e-237
16738	1.4e-237
8705	1.53e-237
17710	1.55e-237
7701	1.59e-237
3824	1.6e-237
6181	1.61e-237
4131	1.63e-237
5795	1.65e-237
5796	1.65e-237
5792	1.65e-237
5793	1.65e-237
984	1.91e-237
5001	2.01e-237
4341	2.11e-237
9390	2.17e-237
11297	2.18e-237
24326	2.25e-237
24325	2.25e-237
14558	2.43e-237
7786	2.5e-237
18780	2.54e-237
8490	2.6300000000000003e-237
24397	2.74e-237
15286	2.92e-237
19415	2.94e-237
7159	2.97e-237
7157	2.97e-237
10852	3.33e-237
19160	3.33e-237
20696	3.78e-237
9591	4.14e-237
4002	4.21e-237
15082	4.2400000000000003e-237
16769	4.35e-237
6552	4.6400000000000003e-237
6448	4.75e-237
9000	5.240000000000001e-237
23766	5.62e-237
19752	5.99e-237
10552	6.25e-237
25326	6.32e-237
11358	6.37e-237
9772	6.7e-237
20060	6.75e-237
8997	6.81e-237
24352	7.16e-237
3827	8.84e-237
18933	9.280000000000001e-237
15359	9.66e-237
8990	1.13e-236
9012	1.16e-236
15102	1.1899999999999999e-236
19150	1.1999999999999999e-236
19736	1.3e-236
19735	1.3e-236
5420	1.3399999999999999e-236
5021	1.3399999999999999e-236
21857	1.39e-236
12218	1.47e-236
22084	1.5099999999999999e-236
11357	1.57e-236
5031	1.59e-236
5032	1.59e-236
23685	1.72e-236
13299	1.7899999999999998e-236
12305	1.89e-236
18118	1.89e-236
24628	2.0799999999999998e-236
6025	2.0799999999999998e-236
3813	2.17e-236
2558	2.21e-236
6616	2.3899999999999997e-236
19435	2.4099999999999998e-236
7276	2.44e-236
7702	2.47e-236
21782	2.53e-236
21085	2.53e-236
21084	2.53e-236
19963	2.7099999999999997e-236
24052	2.7099999999999997e-236
24051	2.7099999999999997e-236
9007	2.7299999999999998e-236
21017	2.74e-236
25235	2.79e-236
15532	3.07e-236
20471	3.09e-236
10617	3.17e-236
10616	3.17e-236
20297	3.2e-236
1030	3.3199999999999997e-236
80	3.3299999999999997e-236
18737	4.01e-236
16946	4.079999999999999e-236
16033	4.1599999999999995e-236
12292	4.1699999999999995e-236
9028	4.45e-236
9006	4.56e-236
9030	4.669999999999999e-236
8999	5.07e-236
8984	5.12e-236
16729	5.4099999999999995e-236
15300	5.53e-236
12992	5.56e-236
9003	5.75e-236
12823	5.909999999999999e-236
23216	6.19e-236
7185	6.21e-236
5069	6.46e-236
8281	6.98e-236
22408	6.98e-236
6715	7.179999999999999e-236
